=== DATA FILE SAVED WITH SOFTWARE VERSION: V2.9.8 ===
=== WAVECATCHER SYSTEM OF TYPE 3 WITH 72 CHANNELS AND GAIN: 1.0 ===
=== Rate coincidence masks (4 bits) for ch 0 to 63: 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 === Posttrig in ns for SamBlock 0 to 35: 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 0 0 0 0 ===
=== Common: EventNumber UnixTime Date Time TDC ===
=== Individual per channel: ChannelNb EventID MeasuredBaseline[Volts] Amplitude[Volts] Charge[pC] LeadingEdgeTime[ns] TrailingEdgeTime[ns] RateCounter[Hz]=== 
=== Event 1 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535035380 == Nb of channels = 1 ===
16 1 -1.011066 0.199568 2767.994 532.441 1204.526   65206.32
=== Event 2 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535040758 == Nb of channels = 1 ===
16 2 -1.016200 0.216452 3176.096 586.056 1266.230   65206.32
=== Event 3 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535049098 == Nb of channels = 1 ===
16 3 -1.008252 0.175802 2277.813 451.120 1127.845   65206.32
=== Event 4 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535054907 == Nb of channels = 1 ===
16 4 -1.012555 0.190321 2683.267 523.227 1203.787   65206.32
=== Event 5 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535059906 == Nb of channels = 1 ===
16 5 -1.018400 0.201224 2736.900 510.735 1166.783   65206.32
=== Event 6 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535063222 == Nb of channels = 1 ===
16 6 -1.022105 0.202202 2920.710 516.910 1189.198   65206.32
=== Event 7 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535069728 == Nb of channels = 1 ===
16 7 -1.016005 0.190105 2679.826 476.772 1160.365   65206.32
=== Event 8 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535073149 == Nb of channels = 1 ===
16 8 -1.015015 0.179581 2982.331 403.367 1101.302   65206.32
=== Event 9 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535076550 == Nb of channels = 1 ===
16 9 -1.012611 0.198692 2945.006 529.900 1228.993   65206.32
=== Event 10 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535082759 == Nb of channels = 1 ===
16 10 -1.017840 0.217632 3215.027 550.322 1257.215   65206.32
=== Event 11 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535088584 == Nb of channels = 1 ===
16 11 -1.014828 0.198644 2883.500 509.249 1205.277   65206.32
=== Event 12 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535091932 == Nb of channels = 1 ===
16 12 -1.022009 0.208236 3369.129 529.469 1245.238   65206.32
=== Event 13 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535095922 == Nb of channels = 1 ===
16 13 -1.015180 0.194187 2670.127 491.815 1166.481   65206.32
=== Event 14 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 535101410 == Nb of channels = 1 ===
16 14 -1.003380 0.169148 2071.736 432.719 1099.452   65206.32
