=== DATA FILE SAVED WITH SOFTWARE VERSION: V2.9.8 ===
=== WAVECATCHER SYSTEM OF TYPE 3 WITH 72 CHANNELS AND GAIN: 1.0 ===
=== Rate coincidence masks (4 bits) for ch 0 to 63: 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 === Posttrig in ns for SamBlock 0 to 35: 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 1440 0 0 0 0 ===
=== Common: EventNumber UnixTime Date Time TDC ===
=== Individual per channel: ChannelNb EventID MeasuredBaseline[Volts] Amplitude[Volts] Charge[pC] LeadingEdgeTime[ns] TrailingEdgeTime[ns] RateCounter[Hz]=== 
=== Event 1 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1427793174 == Nb of channels = 1 ===
16 1 -1.016019 0.294451 4355.262 647.395 1326.887    2029.74
=== Event 2 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1427815518 == Nb of channels = 1 ===
16 2 -1.016534 0.300225 4394.756 628.928 1323.205    2029.74
=== Event 3 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1427832818 == Nb of channels = 1 ===
16 3 -1.011541 0.295766 4210.439 646.780 1324.722    2029.74
=== Event 4 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1427841811 == Nb of channels = 1 ===
16 4 -1.014962 0.297938 4288.639 667.246 1344.191    2029.74
=== Event 5 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1427931862 == Nb of channels = 1 ===
16 5 -1.014912 0.299917 4332.278 638.974 1323.625    2029.74
=== Event 6 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1427941223 == Nb of channels = 1 ===
16 6 -1.016753 0.302138 4478.507 664.548 1349.986    2029.74
=== Event 7 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1427995103 == Nb of channels = 1 ===
16 7 -1.013888 0.293758 4225.088 652.883 1325.151    2029.74
=== Event 8 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428014821 == Nb of channels = 1 ===
16 8 -1.016457 0.298968 4358.897 639.453 1323.860    2029.74
=== Event 9 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428029810 == Nb of channels = 1 ===
16 9 -1.015986 0.299288 4371.675 657.811 1342.102    2029.74
=== Event 10 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428033717 == Nb of channels = 1 ===
16 10 -1.013531 0.295787 4325.188 647.713 1323.945    2029.74
=== Event 11 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428048725 == Nb of channels = 1 ===
16 11 -1.013824 0.329968 4740.535 657.897 1340.618    2029.74
=== Event 12 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428079385 == Nb of channels = 1 ===
16 12 -1.015745 0.295654 4349.178 654.028 1339.426    2029.74
=== Event 13 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428083865 == Nb of channels = 1 ===
16 13 -1.014334 0.297775 4319.552 649.240 1326.499    2029.74
=== Event 14 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428097419 == Nb of channels = 1 ===
16 14 -1.013390 0.294020 4234.853 650.675 1322.753    2029.74
=== Event 15 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428112852 == Nb of channels = 1 ===
16 15 -1.015124 0.328841 4835.391 658.364 1343.463    2029.74
=== Event 16 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428134590 == Nb of channels = 1 ===
16 16 -1.014391 0.300270 4364.474 670.285 1346.497    2029.74
=== Event 17 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428139849 == Nb of channels = 1 ===
16 17 -1.015448 0.297843 4381.148 638.287 1328.293    2029.74
=== Event 18 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428176280 == Nb of channels = 1 ===
16 18 -1.015996 0.302948 4426.052 633.875 1318.713    2029.74
=== Event 19 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428231308 == Nb of channels = 1 ===
16 19 -1.015536 0.332576 4872.498 677.129 1363.638    2029.74
=== Event 20 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428252452 == Nb of channels = 1 ===
16 20 -1.014454 0.297417 4375.750 660.233 1346.510    2029.74
=== Event 21 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428311973 == Nb of channels = 1 ===
16 21 -1.013426 0.327550 4714.197 682.334 1368.574    2029.74
=== Event 22 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428318469 == Nb of channels = 1 ===
16 22 -1.014323 0.296383 4306.558 643.449 1330.063    2029.74
=== Event 23 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428331153 == Nb of channels = 1 ===
16 23 -1.016365 0.298900 4368.540 646.734 1326.396    2029.74
=== Event 24 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428383904 == Nb of channels = 1 ===
16 24 -1.017554 0.302091 4453.282 658.489 1338.693    2029.74
=== Event 25 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428401821 == Nb of channels = 1 ===
16 25 -1.019056 0.304343 4637.621 638.675 1336.016    2029.74
=== Event 26 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428420419 == Nb of channels = 1 ===
16 26 -1.012557 0.299427 4308.884 670.804 1347.261    2029.74
=== Event 27 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428431877 == Nb of channels = 1 ===
16 27 -1.013694 0.240312 3402.460 580.864 1260.884    2029.74
=== Event 28 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428478892 == Nb of channels = 1 ===
16 28 -1.015234 0.298605 4378.521 648.340 1329.398    2029.74
=== Event 29 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428496573 == Nb of channels = 1 ===
16 29 -1.015614 0.296510 4294.544 637.474 1321.443    2029.74
=== Event 30 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428547848 == Nb of channels = 1 ===
16 30 -1.012586 0.298243 4252.717 669.554 1345.313    2029.74
=== Event 31 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428554195 == Nb of channels = 1 ===
16 31 -1.014152 0.261829 3826.992 611.221 1287.495    2029.74
=== Event 32 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428560723 == Nb of channels = 1 ===
16 32 -1.014062 0.322940 4691.784 659.295 1339.070    2029.74
=== Event 33 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428565529 == Nb of channels = 1 ===
16 33 -1.014931 0.297033 4301.304 660.003 1338.844    2029.74
=== Event 34 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428584276 == Nb of channels = 1 ===
16 34 -1.015089 0.318196 4667.600 652.563 1334.783    2029.74
=== Event 35 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428616262 == Nb of channels = 1 ===
16 35 -1.012592 0.257154 3697.189 594.742 1274.844    2029.74
=== Event 36 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428680773 == Nb of channels = 1 ===
16 36 -1.014970 0.297320 4285.345 637.827 1314.892    2029.74
=== Event 37 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 1428692992 == Nb of channels = 1 ===
16 37 -1.017651 0.306698 4505.388 649.015 1330.198    2029.74
