=== DATA FILE SAVED WITH SOFTWARE VERSION: V2.9.8 ===
=== WAVECATCHER SYSTEM OF TYPE 3 WITH 72 CHANNELS AND GAIN: 1.0 ===
=== Rate coincidence masks (4 bits) for ch 0 to 63: 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 1 2 4 8 === Posttrig in ns for SamBlock 0 to 35: 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 180 0 0 0 0 ===
=== Common: EventNumber UnixTime Date Time TDC ===
=== Individual per channel: ChannelNb EventID MeasuredBaseline[Volts] Amplitude[Volts] Charge[pC] LeadingEdgeTime[ns] TrailingEdgeTime[ns] RateCounter[Hz]=== 
=== Event 1 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 99676 == Nb of channels = 1 ===
16 1 1.122459 -1.221648 -210.703 42.653 50.297    6860.64
=== Event 2 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 128956 == Nb of channels = 1 ===
16 2 1.122152 -1.219419 -208.897 44.268 51.910    6860.64
=== Event 3 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 158237 == Nb of channels = 1 ===
16 3 1.122434 -1.220808 -211.138 41.222 48.882    6860.64
=== Event 4 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 187517 == Nb of channels = 1 ===
16 4 1.122577 -1.225454 -213.350 43.802 51.479    6860.64
=== Event 5 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 216794 == Nb of channels = 1 ===
16 5 1.122366 -1.223314 -212.474 40.996 48.694    6860.64
=== Event 6 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 246072 == Nb of channels = 1 ===
16 6 1.122607 -1.214965 -210.750 41.205 48.813    6860.64
=== Event 7 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 275351 == Nb of channels = 1 ===
16 7 1.122255 -1.219691 -210.783 45.228 52.913    6860.64
=== Event 8 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 304629 == Nb of channels = 1 ===
16 8 1.122091 -1.223858 -209.845 44.312 51.971    6860.64
=== Event 9 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 333907 == Nb of channels = 1 ===
16 9 1.121141 -1.219507 -202.844 41.845 49.504    6860.64
=== Event 10 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 363186 == Nb of channels = 1 ===
16 10 1.123130 -1.221315 -215.132 42.047 49.670    6860.64
=== Event 11 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 392465 == Nb of channels = 1 ===
16 11 1.122564 -1.224654 -213.536 43.776 51.457    6860.64
=== Event 12 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 421747 == Nb of channels = 1 ===
16 12 1.121885 -1.222827 -208.730 41.011 48.651    6860.64
=== Event 13 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 451027 == Nb of channels = 1 ===
16 13 1.122028 -1.217870 -208.145 42.547 50.224    6860.64
=== Event 14 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 480303 == Nb of channels = 1 ===
16 14 1.122326 -1.216688 -210.480 45.686 53.354    6860.64
=== Event 15 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 509579 == Nb of channels = 1 ===
16 15 1.122140 -1.227636 -211.767 45.261 52.916    6860.64
=== Event 16 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 538858 == Nb of channels = 1 ===
16 16 1.122547 -1.214006 -209.771 44.201 51.821    6860.64
=== Event 17 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 568137 == Nb of channels = 1 ===
16 17 1.121941 -1.221414 -209.793 43.383 51.105    6860.64
=== Event 18 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 597418 == Nb of channels = 1 ===
16 18 1.122149 -1.210075 -208.636 44.033 51.696    6860.64
=== Event 19 UnixTime =        0.000 date = 0.0.0 time = 0h.0m.0s.0ms == TDC = 626696 == Nb of channels = 1 ===
